date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-03-19,11.9,4.4,18.4,0,0,204,5.4,19.8,1024.6,632
2020-03-20,11.2,3.8,17.3,0,0,251,9,28.4,1021.1,643
2020-03-21,3.8,1.6,8.8,15.2,0,42,18.7,37.8,1023.4,0
2020-03-22,2.5,-0.9,6.9,0,0,76,25.6,52.9,1029,715
2020-03-23,0.8,-3.2,5.8,0,0,84,21.2,51.1,1033.8,724
2020-03-24,1.6,-4,7.3,0,0,68,16.2,49.3,1031.7,722
2020-03-25,2.4,-3.2,8.2,0,0,94,20.2,51.1,1024.7,719
2020-03-26,3,-2.9,8,0,0,52,17.6,38.9,1019.1,618
2020-03-27,7.2,-0.9,15.3,0,0,231,7.9,25.9,1016.4,704
2020-03-28,9.2,0.2,16.1,0,0,251,7.6,29.5,1017.9,696
2020-03-29,3.7,1,9.3,5.3,0,273,17.3,46.8,1022.9,1
2020-03-30,1.7,-3.5,6.1,0,0,45,16.9,37.8,1027.5,587
2020-03-31,1.5,-4.3,7.3,0,0,120,8.6,35.3,1027.8,389
2020-04-01,3.4,-4.3,10.8,0,0,132,5.8,22.3,1021.5,749
2020-04-02,5.2,-3.2,13,0,0,209,7.2,31,1014.3,747
2020-04-03,6.4,-1.2,11.9,0,0,258,9.7,31,1018.3,381
2020-04-04,7.2,-1.5,14.8,0,0,122,5.8,25.9,1024.4,744
2020-04-05,9.8,-0.5,17.9,0,0,107,10.1,34.6,1023.3,764
2020-04-06,12.1,1.2,21.1,0,0,145,5.8,20.5,1024,758
2020-04-07,13.2,3.1,22.7,0,0,126,7.2,33.5,1028.7,750
2020-04-08,13.4,4,21.5,0,0,194,5,14.8,1025.4,734
2020-04-09,13.6,4.5,22,0,0,202,5.4,24.1,1024.2,660
2020-04-10,13.7,3.6,22,0,0,197,6.5,22.3,1024,720
2020-04-11,14.3,4.9,21.6,0,0,227,6.1,22.3,1023.5,750
2020-04-12,13.1,5.7,22.3,2.6,0,182,6.8,50.8,1017.8,390
2020-04-13,10.3,3.4,19.2,0,0,270,13.3,50,1016.9,468
2020-04-14,4.3,-0.2,8.7,0,0,249,9,31,1025.8,612
2020-04-15,8.6,-1.1,18.3,0,0,85,6.1,21.6,1024.6,732
2020-04-16,12.6,1.7,21.7,0,0,154,5.8,22.3,1018.9,729
2020-04-17,15.7,6.5,22.9,0,0,185,6.1,23.4,1015.8,503
2020-04-18,15.5,8.5,23.2,0,0,168,7.6,35.3,1015.6,404
2020-04-19,14.5,7.3,20.5,0,0,165,12.6,40.7,1015.5,599
2020-04-20,13.3,7.7,18.4,0,0,69,22.3,51.8,1014.2,702
2020-04-21,14,6.9,20.8,0,0,73,23,53.6,1013.3,776
2020-04-22,14.5,7.4,21.6,0,0,76,18.4,45,1016.3,821
2020-04-23,13.7,3.5,21.1,0,0,123,6.1,26.6,1018.8,822
2020-04-24,14.3,4.5,22.4,0,0,195,12.2,46.8,1013.4,749
2020-04-25,13.2,6.3,18.8,0,0,282,11.2,29.2,1011.2,814
2020-04-26,12.9,2.5,20.2,0.1,0,216,5.8,28.4,1010.5,733
2020-04-27,15.6,9.6,22.8,0.6,0,240,7.9,37.1,1009.3,518
2020-04-28,13.3,9,18.1,5.8,0,191,9,43.9,1007.5,84
2020-04-29,12.5,7.4,16.7,5,0,221,10.8,38.9,1009.8,238
2020-04-30,11.8,8.2,15.6,0.8,0,177,11.5,41.4,1007.6,43
2020-05-01,10.4,5.9,15.7,1.3,,199,11.5,48.2,1006.9,302
2020-05-02,9.1,3.4,13.7,0,,237,15.8,69.1,1012.6,414
2020-05-03,11,2.5,17,0,,214,5.8,18.4,1019.1,599
2020-05-04,11.9,6.4,18.9,3.8,,230,9.4,45,1017.7,266
2020-05-05,11,5.9,16,0,,131,9.4,24.1,1018.7,441
2020-05-06,9.9,3.5,15.9,0,,144,9,29.5,1024,787
2020-05-07,12.8,2,21.7,0,,148,4.3,20.5,1023.7,849
2020-05-08,17.4,7.3,24.2,0,,199,6.5,31.3,1017.3,670
2020-05-09,17.3,10.2,23.1,1,,260,8.6,30.2,1012.2,423
2020-05-10,17.8,12.3,24,1.4,,158,6.5,25.2,1006.1,382
2020-05-11,8.9,2.5,15.4,24.7,,318,18,55.1,1005.5,0
2020-05-12,6.8,0.3,12.4,0,,181,7.6,25.9,1017.7,744
2020-05-13,7.8,4.1,11.9,11.9,,97,7.2,24.1,1012.3,30
2020-05-14,9.6,6.5,12.5,0,,111,9,33.5,1014.9,0
2020-05-15,11.4,5.5,16.5,0,,150,10.1,31.3,1017.8,243
2020-05-16,12,3.5,19.2,0,,219,5.8,25.2,1021.8,852
2020-05-17,13.6,4.8,19.6,0,,237,6.8,27,1023,885
2020-05-18,14.9,5.5,22.3,0,,195,6.1,25.9,1023.8,890
2020-05-19,17.1,8.5,23.6,0,,241,7.9,33.5,1021,790
2020-05-20,16.8,9.3,22.6,0,,130,6.1,32.8,1020.9,502
2020-05-21,17.6,9.1,24.3,0,,217,5.4,25.9,1021.7,847
2020-05-22,19.9,10,26,0,,168,5.4,21.6,1021.5,288
2020-05-23,13.2,6.8,19,8,,265,11.9,48.6,1026,26
2020-05-24,13.2,7.9,18.2,0,,236,15.1,46.8,1031.5,696
2020-05-25,14.5,10.5,18.8,0,,281,14,36.4,1032.7,348
2020-05-26,13.9,6.3,19.4,0,,86,7.9,41.4,1033.9,690
2020-05-27,15.3,5.8,22,0,,190,7.2,27.7,1032.4,871
2020-05-28,14.9,8.3,20.5,0,,192,11.5,36.4,1028.7,604
2020-05-29,13.7,6.4,20.2,0,,90,10.8,49.3,1025.6,646
2020-05-30,14,7.1,19,0,,93,12.6,34.6,1021.5,403
2020-05-31,14.7,7.9,20.4,0,,94,10.4,34.6,1020.5,820
2020-06-01,17.9,8.2,24.9,0,,82,10.4,37.1,1019.6,919
2020-06-02,19,8.9,26.5,0,,142,5.8,27.7,1015.9,878
2020-06-03,18.1,10.3,25.3,2.3,,153,6.5,43.9,1005.9,544
2020-06-04,15.5,10.8,21.1,2.1,,205,9.7,39.6,997.9,79
2020-06-05,12.4,10.5,15.5,12,,227,13.3,56.2,1001.3,58
2020-06-06,11.7,9.7,14.3,10.4,,218,6.1,25.9,1006,13
2020-06-07,12.7,9.9,15.3,0,,199,5.4,19.8,1010.3,7
2020-06-08,13.7,9.5,18.7,1.9,,101,7.6,27.7,1013.6,182
2020-06-09,12.7,11,15.3,4.1,,243,9.4,27.7,1015,0
2020-06-10,12.7,11.6,14.5,4.2,,315,10.1,22.7,1013.7,0
2020-06-11,13.3,9.7,17.7,0.6,,192,6.1,18.4,1010.6,176
2020-06-12,18.4,8.1,26.4,0,,142,9.4,46.8,1006.8,822
2020-06-13,19.3,12.6,23.8,1.1,,279,12.6,38.9,1010.8,494
2020-06-14,15,13.6,17.5,11.6,,217,7.9,26.6,1016,0
2020-06-15,15.5,13.3,18.7,3.9,,202,9,33.5,1018.5,0
2020-06-16,15.7,13.5,18.8,4.6,,159,4,19.8,1016.7,121
2020-06-17,15.9,11.9,22,17.6,,167,7.2,37.8,1012.3,105
2020-06-18,17.2,9.6,22.5,0,,237,6.8,33.5,1014.1,619
2020-06-19,16,13.1,20.1,0.1,,180,6.5,37.1,1018.2,220
2020-06-20,16.1,11.1,21.4,10.5,,148,6.1,37.8,1021.4,337
2020-06-21,17.8,9,24.1,0,,210,5,22.3,1021.6,680
2020-06-22,20.1,15.3,24.3,0,,269,10.4,31.3,1023.9,657
2020-06-23,20.3,12.1,25.7,0,,182,7.2,27.7,1024,895
2020-06-24,20.4,12.5,26.2,0,,118,8.6,29.2,1021.4,926
2020-06-25,19.7,13.2,25.5,0,,105,7.9,29.2,1018.4,876
2020-06-26,19.7,13.3,28.5,24.7,,115,5,48.6,1014.2,582
2020-06-27,21.4,14.4,28,2.3,,150,7.2,42.1,1013.8,683
2020-06-28,19.4,14.7,26.2,3,,204,11.2,42.5,1016.2,297
2020-06-29,17.8,13.5,23,0.1,,194,9.7,37.1,1015.2,353
2020-06-30,18,12.9,24,0,,229,8.6,29.5,1014.1,366
2020-07-01,21.7,12.4,29.8,0.9,,185,7.6,51.1,1010.5,756
2020-07-02,19,15.9,21.5,17.5,,216,7.9,32.8,1013.9,137
2020-07-03,18.6,13.4,23.1,0,,267,9,31.3,1019.1,640
2020-07-04,19.4,10.9,25.3,0,,199,7.6,34.6,1019.8,841
2020-07-05,22.4,17.7,27.1,1,,220,13,41.4,1016.7,601
2020-07-06,17.8,10.6,20.2,0,,255,20.2,52.6,1017.9,546
2020-07-07,15.8,8,21.5,0,,222,5.8,24.1,1021,834
2020-07-08,18.7,10.2,25.4,0,,219,8.6,35.3,1017.7,426
2020-07-09,21.8,13.6,29.4,0,,223,7.9,31.3,1015.7,666
2020-07-10,21.6,14.6,28.7,1.8,,240,16.2,55.4,1013.8,768
2020-07-11,17.3,11.7,21.8,0,,315,11.9,43.2,1022.6,482
2020-07-12,16.8,8.5,23.5,0,,130,7.2,35.3,1025.3,779
2020-07-13,18.3,9.6,24.3,0,,126,7.9,37.1,1021.5,904
2020-07-14,19.8,9.6,25.7,0.8,,229,6.5,25.9,1015.1,589
2020-07-15,16.6,15.3,19.9,5.6,,243,7.6,33.5,1015.3,30
2020-07-16,15.1,14.1,16.9,5.7,,222,7.6,27.7,1018.8,0
2020-07-17,17,13.9,22.3,0,,231,8.6,29.5,1020.2,305
2020-07-18,18,9.5,24.3,0,,87,4.7,22.3,1019.9,809
2020-07-19,20.2,10.9,28,0,,209,5.4,23.4,1017,768
2020-07-20,22.7,13.1,29.1,0,,207,6.8,29.5,1016.7,648
2020-07-21,20.8,15.3,26.4,0,,312,10.4,32.8,1020.5,766
2020-07-22,21.1,13.7,27.9,0,,240,6.8,31.3,1019.8,617
2020-07-23,20.4,12.6,27.2,0,,294,8.3,43.2,1015.8,875
2020-07-24,19.6,12.8,26.2,0,,171,7.6,37.1,1013.5,275
2020-07-25,22,15.6,27.4,2.2,,177,6.1,22.7,1013.8,526
2020-07-26,20.4,13.9,27.4,0.3,,216,10.4,43.9,1014.3,403
2020-07-27,22.3,11.2,31.3,0,,156,7.2,32,1015.2,878
2020-07-28,24,17.2,29.9,0,,210,13,54.4,1013.4,690
2020-07-29,20.7,13,27.2,0,,218,7.9,51.1,1019.4,878
2020-07-30,21.9,11.4,31,0,,157,6.1,24.8,1019.2,879
2020-07-31,25.2,13.6,34.9,0,,168,5,20.5,1016.2,875
2020-08-01,26,16.6,32.6,0,,241,9,37.8,1014,661
2020-08-02,21,18.2,24.8,2.7,,228,7.9,31.3,1014.4,29
2020-08-03,17.2,13.4,21.2,7.1,,214,10.1,43.9,1012.4,39
2020-08-04,16,11.3,20.3,0.4,,235,6.1,28.4,1016.5,202
2020-08-05,17.2,8.2,24.7,0,,78,7.9,31.3,1019.4,853
2020-08-06,20.4,12,27.9,0,,145,8.6,34.6,1020.1,853
2020-08-07,23.4,14.6,31.4,0,,148,7.6,31,1019.9,842
2020-08-08,24.3,15.2,32.7,0,,120,5.4,25.2,1019.8,844
2020-08-09,24.6,15,32.8,0,,135,6.5,45.7,1017.4,817
2020-08-10,25,15.3,33,0,,130,6.5,31.3,1014.3,811
2020-08-11,25.5,17.8,32.7,0,,135,5,27.7,1015.3,564
2020-08-12,26.7,18.5,33.6,0,,98,5.4,25.9,1014.8,540
2020-08-13,21.8,19.2,27.6,3.8,,154,4.7,24.1,1015,99
2020-08-14,20.8,17.1,25.5,0.2,,208,6.8,23.4,1015.3,199
2020-08-15,22.2,15.7,29,0,,115,5.8,35.6,1014.5,566
2020-08-16,22.6,16.5,29.9,5.5,,132,5.8,30.2,1011.2,633
2020-08-17,19.6,15.8,24.3,1.4,,201,6.8,42.1,1012.4,193
2020-08-18,19.7,15,26.2,14.3,,214,6.8,27.7,1013,379
2020-08-19,20,12.9,26.9,0.3,,119,4.7,16.2,1011.8,679
2020-08-20,23.4,17,31,1,,112,5.4,24.1,1010.9,592
2020-08-21,26.4,16.8,34.6,0,,222,7.9,39.6,1012,732
2020-08-22,21.2,15.2,24.7,11.5,,234,10.4,35.3,1018.5,180
2020-08-23,18.8,11.8,24,0,,221,12.2,42.1,1019.1,336
2020-08-24,16.7,10.7,22.8,0,,204,8.6,38.2,1018.3,349
2020-08-25,17.6,9.5,24.5,0,,164,5.4,24.8,1014.3,376
2020-08-26,21.6,14.9,26,0,,244,21.6,64.1,1013.9,755
2020-08-27,17.5,10,23.1,0,,161,5.4,32,1016.7,557
2020-08-28,17,12.2,22.7,12.4,,186,7.2,46.4,1006.8,201
2020-08-29,15.4,13.6,18.1,0,,164,5.8,24.1,1007.6,17
2020-08-30,13.4,11.5,14.6,16.1,,232,8.3,31.3,1010.5,0
2020-08-31,13.9,11.4,17.9,16.5,,157,5.4,27.7,1018,88
2020-09-01,14.1,11.3,16.5,0.1,,155,6.8,22.7,1017.7,25
2020-09-02,14.3,10.4,20,0,,155,4.7,18.4,1019.1,430
2020-09-03,16.9,8.7,23.4,0,,210,6.1,27,1022.6,544
2020-09-04,20.6,13.6,27.2,0,,170,4.7,22.3,1023.2,413
2020-09-05,18.8,12.8,26.3,0,,242,10.8,45,1018.3,347
2020-09-06,15.9,13.9,18.5,0,,267,9.4,29.5,1020,184
2020-09-07,15.3,9.1,20.9,0,,247,6.5,26.6,1024.1,610
2020-09-08,15.6,7.1,23.8,0,,158,3.6,11.2,1027.6,751
2020-09-09,17.3,8.6,26,0,,181,5.8,24.1,1023.5,753
2020-09-10,17,12.9,21.7,0,,149,6.1,25.9,1020.8,136
2020-09-11,19.3,14.7,25.2,0,,169,4.3,20.5,1017.4,494
2020-09-12,19.2,12.5,27,0,,198,5,27.7,1020.5,568
2020-09-13,19.8,10.9,27.7,0,,167,4,14.8,1026.1,713
2020-09-14,19.5,11.2,29.2,0,,148,4.7,20.5,1025.2,716
2020-09-15,20.4,12.5,29.6,0,,186,4.3,13,1021.3,684
2020-09-16,19.3,12.8,28.3,0,,157,4.3,16.6,1019.9,310
2020-09-17,18.1,13.2,22.2,0,,219,12.2,32.8,1022.9,270
2020-09-18,16.2,10.3,22.7,0,,117,10.8,32,1023,685
2020-09-19,15.2,6.6,23.7,0,,199,5,20.5,1019,681
2020-09-20,16.2,8.6,23.8,0,,202,5.8,24.1,1015.8,649
2020-09-21,17.5,8.9,25.5,0,,155,4,18,1015.5,666
2020-09-22,19.1,12.5,26.2,0,,169,4.3,18,1011.7,511
2020-09-23,17,12.6,20.8,0.1,,187,5.4,18.4,1009.1,124
2020-09-24,16.8,11.5,22.4,15.1,,192,6.5,26.6,1006.5,216
2020-09-25,10.6,8,14,1.2,,198,10.1,61.2,1002.6,6
2020-09-26,7.6,6.6,8.8,7.2,,236,17.6,56.9,1002.3,2
2020-09-27,9.1,4.5,13.2,0,,205,10.1,31.3,1005.3,277
2020-09-28,10,2.8,16.7,0,,174,5,22.3,1012.7,486
2020-09-29,11.3,8.7,14.3,0.5,,150,4.7,23.4,1018.8,0
2020-09-30,12.6,7.6,18,0,,107,5.4,23.4,1016.4,528
2020-10-01,12.4,5.9,18.7,0.1,,185,5.4,27.7,1007.1,277
2020-10-02,14.1,10.2,18.8,0,0,80,10.8,36.4,993.6,158
2020-10-03,11.1,5.5,16.3,3.7,0,200,8.6,45.7,993.3,235
2020-10-04,12.5,7.2,18.4,1.2,0,184,11.2,58.7,1000.4,409
2020-10-05,11.6,8.8,14.4,0.2,0,195,11.5,51.1,1007,185
2020-10-06,12.1,9.3,15.1,1.7,0,195,14,45,1008.5,151
2020-10-07,11,8.7,14.2,2.5,0,211,13,48.6,1016.4,138
2020-10-08,13.2,9,18.5,0,0,212,10.1,35.3,1022.3,212
2020-10-09,14.9,11.9,18.4,2.4,0,195,8.6,29.2,1020.8,280
2020-10-10,9.3,2.4,13.6,1.5,0,234,9.4,38.2,1022.8,42
2020-10-11,5.4,1.7,10.5,2.2,0,190,4.3,16.6,1022.4,199
2020-10-12,7.1,3.5,9.9,1.2,0,152,3.6,16.6,1021.3,18
2020-10-13,7,0.9,11.4,0,0,132,4.7,22.3,1015,116
2020-10-14,5.1,0.2,9.1,1,0,216,6.5,29.2,1015.2,10
2020-10-15,7.3,6.1,8.5,1.6,0,345,10.4,25.2,1015.7,0
2020-10-16,8,6.3,8.9,1.2,0,337,11.5,25.2,1019.1,0
2020-10-17,7.2,5.4,9.6,0.4,0,290,5.4,16.6,1020.7,21
2020-10-18,7.3,3,10.2,0,0,227,4,15.5,1024.4,23
2020-10-19,7.2,1.1,12.6,0,0,97,5,22.3,1023.7,343
2020-10-20,8.2,0,16.4,0,0,190,4,16.2,1017.1,285
2020-10-21,11.7,6.8,17.7,0,0,108,3.2,11.2,1012.7,64
2020-10-22,14.4,8.4,21.5,5.1,0,175,4.3,20.5,1017.2,149
2020-10-23,13.9,12.2,15.7,3.2,0,172,5.8,25.2,1015.5,5
2020-10-24,12.4,5.3,16.6,0,0,212,6.8,32,1018.1,424
2020-10-25,10.2,2.2,18.1,0.1,0,146,5,32.8,1010.2,455
2020-10-26,8.7,5.7,10.9,6.3,0,231,7.9,24.1,1008.1,0
2020-10-27,7.7,4.5,11.7,0.3,0,186,7.9,30.2,1012.8,260
2020-10-28,10.4,7.8,13,4.9,0,189,7.9,35.6,1015,156
2020-10-29,10.7,9.3,12.7,6,0,208,10.8,32.8,1020.9,20
2020-10-30,12.1,10.3,14.2,0,0,214,8.6,27.7,1025.4,8
2020-10-31,11.4,5.5,19,0,0,179,4.7,18.4,1023.9,537
2020-11-01,12.6,8.5,16.7,4.7,0,134,7.6,35.6,1019.5,0
2020-11-02,18,14.5,21.1,0.6,0,190,10.8,33.8,1017.6,104
2020-11-03,10.9,8.1,17.1,1.2,0,225,7.9,48.2,1025.6,0
2020-11-04,7.7,5.8,8.7,0,0,297,9.4,25.2,1032.3,0
2020-11-05,6.3,1.6,10.7,0,0,284,8.3,20.5,1037.5,408
2020-11-06,3.7,-1.4,8.5,0,0,170,5.4,20.5,1034.4,354
2020-11-07,4.9,-2,12.3,0,0,98,4,16.6,1028.3,465
2020-11-08,8,2.1,15.6,0,0,150,4,13,1025.9,326
2020-11-09,8.7,4.3,15.8,0,0,155,3.6,13,1025.6,496
2020-11-10,6.1,3.2,11.3,0,0,167,3.6,14.8,1028.4,257
2020-11-11,7.4,5.7,10.7,0,0,142,4.3,14.8,1026.9,111
2020-11-12,7.8,2,14.2,0.2,0,164,6.1,40.7,1023.3,127
2020-11-13,10.1,2.8,16,0,0,142,4,24.1,1022.4,162
2020-11-14,11.4,3.8,17.3,0,0,147,4.7,16.6,1021,483
2020-11-15,9.9,2.7,17.6,1.7,0,113,6.1,31.3,1015.4,472
2020-11-16,9.7,6.1,14.4,0,0,205,10.4,53.6,1020.5,55
2020-11-17,8.4,2.2,12.2,0,0,219,6.1,28.4,1029.9,244
2020-11-18,6.5,0.1,13.7,0,0,155,3.6,11.2,1027.8,515
2020-11-19,7.2,2.7,12.6,0.6,0,193,13.3,50,1026.2,77
2020-11-20,3.9,-1.8,6.2,0,0,279,9,31.3,1035.8,193
2020-11-21,-0.1,-4.8,5,0,0,186,3.6,9.4,1036.5,444
2020-11-22,1.4,-4.3,7.3,0,0,141,3.2,9.4,1031.4,394
2020-11-23,4.5,1.4,6.4,0.7,0,145,3.2,11.2,1031,0
2020-11-24,2.5,-1.4,7.1,0,0,157,4,16.6,1027.2,114
2020-11-25,0.4,-5.1,6.5,0,0,112,4,13,1023.6,480
2020-11-26,0.5,-4,7.8,0,0,101,4,9.7,1024.8,496
2020-11-27,1.7,-3.1,9.3,0,0,150,3.2,13,1022.4,416
2020-11-28,0.6,-3.8,5.9,0,0,189,6.8,25.9,1021.7,492
2020-11-29,0.3,-3.7,2.1,0,0,68,11.5,29.5,1025.8,182
2020-11-30,-1.5,-5.5,2.7,7.5,0,207,4,16.6,1027.4,467
2020-12-01,1.1,-0.3,2.1,0.2,0,117,4,22.3,1018.6,0
2020-12-02,0.2,-1.3,1.1,0,0,103,6.8,16.6,1017.6,0
2020-12-03,0.5,-1.4,2.5,0,0,141,6.1,18.4,1006.8,0
2020-12-04,1.2,-0.6,3.7,3.6,0,160,4,19.1,992.4,0
2020-12-05,1.6,0.3,2.6,2.6,0,136,4.7,14.8,1000.2,0
2020-12-06,2.3,0.6,3.9,7.5,0,218,5,16.6,1000.4,0
2020-12-07,2,0.2,4.7,0,0,146,6.8,20.5,1002.7,197
2020-12-08,1,-0.9,3.4,0.7,0,120,5.4,16.6,1004.2,300
2020-12-09,1.1,0.3,1.9,5.1,0,236,4.3,24.1,1010.8,0
2020-12-10,0.6,-0.2,1.5,0,0,86,4.7,13,1009.2,0
2020-12-11,1.2,-1.8,3.5,0.7,0,155,6.1,22.3,1001.4,45
2020-12-12,4.4,1.2,6.5,0.4,0,160,5,18.4,1000.9,0
2020-12-13,5.4,1.8,7.9,0,0,209,5.8,29.5,1013.5,8
2020-12-14,3.7,0.1,8.6,0,0,140,4.3,14.8,1015.3,342
2020-12-15,5.5,2,9.8,0,0,130,4,14.8,1015.6,1
2020-12-16,5.2,0.5,10.7,0,0,129,3.6,11.2,1020,354
2020-12-17,4,-1.5,9.5,0,0,138,4,21.6,1025,73
2020-12-18,4.7,0.7,10.8,0,0,155,3.6,13,1025.9,351
2020-12-19,4.2,-1.3,12.8,0,0,131,3.6,13,1022,404
2020-12-20,5.5,3.3,8.8,0,0,103,3.6,9.7,1022.9,95
